-32.502166,116.979278,19,2,2023,0,41,39
-32.501968,116.979621,19,2,2023,0,46,48
-32.502094,116.979385,19,2,2023,0,51,37
-32.501968,116.979484,19,2,2023,0,56,41
-32.502037,116.979415,19,2,2023,1,1,37
-32.502151,116.979339,19,2,2023,1,6,38
-32.502002,116.979278,19,2,2023,1,11,37
-32.501922,116.979705,19,2,2023,1,16,38
-32.501739,116.979873,19,2,2023,1,21,43
-32.501922,116.979782,19,2,2023,1,26,40
-32.501960,116.979644,19,2,2023,1,31,48
-32.501949,116.979606,19,2,2023,1,36,38
-32.501964,116.979606,19,2,2023,1,41,43
-32.501983,116.979652,19,2,2023,1,46,38
-32.501972,116.979660,19,2,2023,1,51,49
-32.501876,116.979980,19,2,2023,1,56,43
-32.502044,116.979652,19,2,2023,2,2,8
-32.502006,116.979698,19,2,2023,2,6,39
-32.502021,116.979652,19,2,2023,2,17,8
-32.502098,116.979698,19,2,2023,2,21,40
-32.501987,116.979637,19,2,2023,2,26,39
-32.501876,116.979667,19,2,2023,2,31,40
-32.502174,116.979881,19,2,2023,2,36,38
-32.502479,116.980079,19,2,2023,2,41,37
-32.502746,116.980018,19,2,2023,2,46,39
-32.502780,116.980033,19,2,2023,2,51,37
-32.502246,116.979400,19,2,2023,2,56,46
-32.502525,116.979469,19,2,2023,3,1,49
-32.502452,116.979652,19,2,2023,3,6,58
-32.501674,116.979164,19,2,2023,3,11,56
-32.501899,116.979629,19,2,2023,3,16,46
-32.502315,116.979637,19,2,2023,3,22,0
-32.502857,116.978454,19,2,2023,3,26,40
-32.502365,116.979499,19,2,2023,3,31,38
-32.502323,116.979690,19,2,2023,3,36,37
-32.502384,116.979606,19,2,2023,3,41,37
-32.502498,116.979194,19,2,2023,3,46,42
-32.502193,116.979812,19,2,2023,3,51,38
-32.502735,116.979125,19,2,2023,3,56,40
-32.502426,116.979621,19,2,2023,4,1,55
-32.502490,116.979393,19,2,2023,4,6,38
-32.502418,116.979637,19,2,2023,4,11,39
-32.502536,116.979286,19,2,2023,4,16,39
-32.501705,116.981132,19,2,2023,4,21,58
-32.502388,116.979568,19,2,2023,4,27,0
-32.502388,116.979705,19,2,2023,4,31,39
-32.502433,116.979530,19,2,2023,4,36,41
-32.502433,116.979652,19,2,2023,4,41,38
-32.502471,116.979675,19,2,2023,4,46,39
-32.502441,116.979598,19,2,2023,4,51,39
-32.502174,116.979843,19,2,2023,4,56,44
-32.502464,116.979393,19,2,2023,5,1,56
-32.502372,116.979667,19,2,2023,5,6,41
-32.502235,116.979698,19,2,2023,5,12,0
-32.502189,116.979667,19,2,2023,5,16,37
-32.502193,116.979598,19,2,2023,5,21,47
-32.502223,116.979660,19,2,2023,5,26,45
-32.502334,116.979530,19,2,2023,5,31,42
-32.502372,116.979682,19,2,2023,5,36,37
-32.502349,116.979621,19,2,2023,5,41,38
-32.502517,116.979545,19,2,2023,5,46,37
-32.502452,116.979560,19,2,2023,5,51,38
-32.502513,116.979454,19,2,2023,5,56,59
-32.502407,116.979827,19,2,2023,6,1,38
-32.502136,116.979492,19,2,2023,6,6,41
-32.502456,116.979660,19,2,2023,6,11,38
-32.502357,116.979797,19,2,2023,6,16,40
-32.502330,116.979606,19,2,2023,6,21,40
-32.502407,116.979278,19,2,2023,6,26,40
-32.502426,116.979713,19,2,2023,6,31,40
-32.502056,116.979858,19,2,2023,6,36,40
-32.502342,116.979423,19,2,2023,6,41,38
-32.502216,116.979698,19,2,2023,6,46,46
-32.502304,116.979728,19,2,2023,6,51,40
-32.502243,116.979675,19,2,2023,6,56,38
-32.502300,116.979614,19,2,2023,7,1,52
-32.502311,116.979621,19,2,2023,7,7,8
-32.502307,116.979568,19,2,2023,7,11,38
-32.502262,116.979660,19,2,2023,7,16,37
-32.502651,116.979530,19,2,2023,7,21,37
-32.502452,116.980018,19,2,2023,7,26,36
-32.502616,116.980033,19,2,2023,7,31,37
-32.502532,116.980102,19,2,2023,7,36,37
-32.502590,116.980094,19,2,2023,7,41,37
-32.502861,116.980056,19,2,2023,7,46,38
-32.502796,116.979858,19,2,2023,7,51,37
-32.502777,116.979957,19,2,2023,7,56,37
-32.502845,116.980133,19,2,2023,8,1,38
-32.502861,116.980201,19,2,2023,8,6,41
-32.502723,116.980171,19,2,2023,8,11,42
-32.502044,116.979835,19,2,2023,8,16,41
-32.501945,116.979866,19,2,2023,8,22,0
-32.502048,116.979904,19,2,2023,8,26,43
-32.502017,116.979843,19,2,2023,8,31,44
-32.502014,116.979904,19,2,2023,8,36,40
-32.502056,116.979980,19,2,2023,8,41,51
-32.503738,116.982284,19,2,2023,9,2,0
-32.504245,116.982452,19,2,2023,9,6,37
-32.505050,116.982872,19,2,2023,9,11,36
-32.505905,116.982223,19,2,2023,9,16,36
-32.504058,116.980453,19,2,2023,9,21,36
-32.503471,116.979766,19,2,2023,9,26,37
-32.503013,116.979583,19,2,2023,9,31,36
-32.502780,116.979438,19,2,2023,9,36,37
-32.502490,116.979507,19,2,2023,9,41,36
-32.502388,116.979133,19,2,2023,9,46,38
-32.502117,116.978919,19,2,2023,9,51,37
-32.501728,116.978988,19,2,2023,9,56,37
-32.501529,116.979103,19,2,2023,10,1,37
-32.499938,116.979583,19,2,2023,10,6,42
-32.501224,116.977973,19,2,2023,10,11,37
-32.500949,116.977584,19,2,2023,10,16,54
-32.501045,116.977081,19,2,2023,10,22,0
-32.501010,116.976928,19,2,2023,10,26,37
-32.500801,116.976921,19,2,2023,10,31,36
-32.500762,116.976829,19,2,2023,10,36,36
-32.500629,116.976890,19,2,2023,10,41,36
-32.500534,116.976890,19,2,2023,10,46,36
-32.500568,116.976898,19,2,2023,10,51,36
-32.500537,116.977149,19,2,2023,10,56,36
-32.500518,116.977401,19,2,2023,11,1,37
-32.500549,116.977516,19,2,2023,11,6,36
-32.500572,116.977523,19,2,2023,11,11,36
-32.500789,116.977668,19,2,2023,11,16,37
-32.500904,116.977554,19,2,2023,11,21,37
-32.500797,116.977455,19,2,2023,11,26,37
-32.500827,116.977371,19,2,2023,11,31,36
-32.500808,116.977294,19,2,2023,11,36,37
-32.500888,116.977180,19,2,2023,11,41,36
-32.500606,116.977233,19,2,2023,11,46,39
-32.500930,116.977195,19,2,2023,11,52,1
-32.501010,116.977378,19,2,2023,11,56,38
-32.500915,116.977195,19,2,2023,12,1,37
-32.500926,116.977241,19,2,2023,12,6,52
-32.500949,116.977073,19,2,2023,12,11,38
-32.501522,116.976936,19,2,2023,12,16,37
-32.501823,116.977531,19,2,2023,12,21,38
-32.501873,116.977500,19,2,2023,12,26,41
-32.501640,116.977760,19,2,2023,12,31,42
-32.501724,116.977760,19,2,2023,12,36,36
-32.501564,116.977706,19,2,2023,12,42,1
-32.501689,116.977729,19,2,2023,12,46,36
-32.501804,116.977676,19,2,2023,12,51,36
-32.501739,116.977684,19,2,2023,12,56,39
-32.501743,116.977714,19,2,2023,13,1,36
-32.501579,116.977676,19,2,2023,13,6,37
-32.501728,116.977066,19,2,2023,13,11,37
-32.501571,116.977828,19,2,2023,13,16,37
-32.501720,116.977706,19,2,2023,13,21,39
-32.501686,116.977928,19,2,2023,13,26,36
-32.501697,116.977638,19,2,2023,13,31,36
-32.501667,116.977752,19,2,2023,13,36,36
-32.501777,116.977798,19,2,2023,13,41,46
-32.501785,116.977806,19,2,2023,13,46,41
-32.501560,116.977676,19,2,2023,13,51,38
-32.501472,116.977966,19,2,2023,13,56,40
-32.501766,116.977867,19,2,2023,14,1,40
-32.501895,116.977798,19,2,2023,14,6,37
-32.501583,116.977951,19,2,2023,14,11,40
-32.501712,116.977874,19,2,2023,14,17,0
-32.501697,116.977897,19,2,2023,14,21,35
-32.501766,116.977851,19,2,2023,14,26,35
-32.501750,116.977890,19,2,2023,14,31,36
-32.501750,116.977912,19,2,2023,14,36,36
-32.501720,116.977867,19,2,2023,14,41,36
-32.501712,116.977912,19,2,2023,14,46,36
-32.501682,116.978408,19,2,2023,14,51,35
-32.501720,116.977973,19,2,2023,14,56,36
-32.501667,116.977867,19,2,2023,15,1,36
-32.501575,116.977859,19,2,2023,15,6,37
-32.501514,116.977722,19,2,2023,15,11,40
-32.501808,116.977943,19,2,2023,15,16,43
-32.502269,116.978256,19,2,2023,15,21,36
-32.502292,116.978027,19,2,2023,15,26,36
-32.502109,116.977661,19,2,2023,15,31,36
-32.502002,116.977592,19,2,2023,15,36,36
-32.501796,116.977195,19,2,2023,15,41,35
-32.501770,116.977142,19,2,2023,15,46,36
-32.501731,116.977119,19,2,2023,15,51,36
-32.501701,116.977096,19,2,2023,15,56,37
