1676395782,-32.503799,116.971908
1676396080,-32.503887,116.971733
1676396400,-32.503673,116.971939
1676396679,-32.503829,116.971794
1676396981,-32.503692,116.971839
1676397281,-32.503826,116.971946
1676397580,-32.503871,116.971801
1676397878,-32.503772,116.971900
1676398180,-32.503509,116.972221
1676398479,-32.503791,116.971893
1676398786,-32.503780,116.971878
1676399086,-32.503639,116.972023
1676399381,-32.504138,116.971405
1676399683,-32.504112,116.971473
1676399981,-32.504035,116.971496
1676400281,-32.503795,116.971969
1676400580,-32.503856,116.971977
1676400879,-32.503841,116.971931
1676401199,-32.503704,116.972297
1676401486,-32.503791,116.972061
1676401786,-32.503757,116.972076
1676402100,-32.503753,116.972114
1676402381,-32.503768,116.972091
1676402683,-32.503803,116.972068
1676402979,-32.503887,116.972190
1676403295,-32.503677,116.972152
1676403581,-32.503784,116.972129
1676403879,-32.503803,116.972183
1676404183,-32.503700,116.972274
1676404482,-32.503650,116.971939
1676404780,-32.503654,116.972068
1676405080,-32.503829,116.972175
1676405382,-32.503425,116.971717
1676405682,-32.503753,116.972213
1676405979,-32.503726,116.972259
1676406292,-32.503582,116.971832
1676406581,-32.503749,116.972244
1676406901,-32.503696,116.972129
1676407179,-32.503681,116.972259
1676407479,-32.503753,116.972007
1676407779,-32.503684,116.972213
1676408079,-32.503681,116.972282
1676408382,-32.503540,116.972610
1676408682,-32.503612,116.972412
1676408985,-32.503726,116.971977
1676409284,-32.503784,116.971824
1676409896,-32.503616,116.972190
1676410200,-32.503543,116.972396
1676410481,-32.503692,116.972160
1676410806,-32.503746,116.972091
1676411087,-32.503738,116.972030
1676411401,-32.503761,116.972061
1676411680,-32.503635,116.971992
1676411978,-32.503684,116.971984
1676412278,-32.503623,116.971992
1676412579,-32.503677,116.971977
1676412879,-32.503604,116.971923
1676413181,-32.503585,116.972091
1676413478,-32.503807,116.972053
1676413778,-32.503753,116.972312
1676414079,-32.503982,116.972236
1676414379,-32.503860,116.972229
1676414680,-32.503875,116.972190
1676414979,-32.503910,116.972274
1676415278,-32.503765,116.972808
1676415579,-32.503730,116.972724
1676415882,-32.503738,116.972717
1676416181,-32.503833,116.972351
1676416478,-32.503829,116.973709
1676416778,-32.503746,116.973709
1676417079,-32.503665,116.973678
1676417379,-32.503723,116.973487
1676417680,-32.503845,116.973403
1676417983,-32.503673,116.973548
1676418294,-32.503658,116.973472
1676418581,-32.503746,116.973434
1676418885,-32.503715,116.973854
1676419201,-32.503822,116.973464
1676419479,-32.503826,116.973434
1676419778,-32.503776,116.973526
1676420078,-32.503826,116.973533
1676420378,-32.503818,116.973388
1676420678,-32.503749,116.973388
1676420978,-32.503814,116.973388
1676421280,-32.503818,116.973480
1676421579,-32.503818,116.973464
1676421878,-32.503826,116.973510
1676422178,-32.504100,116.975639
1676422480,-32.504066,116.979026
1676422778,-32.505466,116.978332
1676423080,-32.506229,116.978225
1676423378,-32.506301,116.978042
1676423678,-32.506206,116.978187
1676423978,-32.506072,116.978218
1676424278,-32.506046,116.978172
1676424578,-32.505867,116.978263
1676424878,-32.505493,116.978172
1676425178,-32.504512,116.978507
1676425480,-32.505027,116.978713
1676425779,-32.505222,116.978645
1676426080,-32.505313,116.978828
1676426378,-32.505638,116.978958
1676426678,-32.505794,116.979125
1676426981,-32.505710,116.979019
1676427279,-32.505752,116.978775
1676427578,-32.505290,116.978462
1676427879,-32.504539,116.978271
1676428201,-32.504013,116.976806
1676428478,-32.503898,116.976455
1676428778,-32.503181,116.975547
1676429078,-32.501998,116.975387
1676429378,-32.501960,116.975471
1676429679,-32.502071,116.975646
1676429978,-32.502071,116.975921
1676430278,-32.502067,116.975952
1676430578,-32.502094,116.976135
1676430878,-32.502143,116.976135
1676431178,-32.502105,116.976150
1676431478,-32.502147,116.976356
1676431778,-32.502326,116.973365
1676432078,-32.503082,116.972259
1676432378,-32.503154,116.972572
1676432679,-32.503303,116.972244
1676432978,-32.503387,116.972473
1676433284,-32.503406,116.972908
1676433579,-32.503494,116.972892
1676433901,-32.503543,116.972854
1676434179,-32.503673,116.972709
1676434478,-32.503734,116.972656
1676434778,-32.503780,116.972755
1676435078,-32.503810,116.972801
1676435378,-32.503799,116.972785
1676435678,-32.503772,116.972824
1676435978,-32.503818,116.972778
1676436278,-32.503749,116.972816
1676436578,-32.503822,116.972824
1676436879,-32.503784,116.972808
1676437179,-32.503799,116.972846
1676437478,-32.503982,116.972747
1676437778,-32.504020,116.972785
1676438079,-32.504001,116.972763
1676438379,-32.504001,116.972724
1676438679,-32.503902,116.972793
1676438979,-32.503829,116.972846
1676439278,-32.503883,116.972747
1676439578,-32.503986,116.972709
1676439878,-32.503993,116.972633
1676440178,-32.503940,116.972740
1676440478,-32.503704,116.972877
1676440778,-32.503929,116.972724
1676441101,-32.503871,116.972763
1676441379,-32.503803,116.972831
1676441681,-32.503746,116.972831
1676441979,-32.503822,116.972824
1676442278,-32.503791,116.972793
1676442579,-32.503849,116.972793
1676442879,-32.503807,116.972816
1676443179,-32.503856,116.972846
1676443500,-32.503768,116.972915
1676443779,-32.503749,116.972885
1676444080,-32.503852,116.972862
1676444379,-32.503887,116.972724
1676444683,-32.503875,116.972663
1676444983,-32.503883,116.972785
1676445281,-32.503757,116.972908
1676445578,-32.503955,116.972846
1676445878,-32.504032,116.972854
1676446180,-32.504024,116.972839
1676446480,-32.503967,116.972587
1676446781,-32.503971,116.972732
1676447082,-32.503971,116.972579
1676447381,-32.503986,116.972854
1676447681,-32.503997,116.972999
1676447981,-32.503967,116.972595
1676448309,-32.503959,116.972839
1676448579,-32.503894,116.972831
1676448878,-32.503990,116.972869
1676449178,-32.504039,116.972961
1676449478,-32.503986,116.973022
1676449778,-32.504093,116.973152
1676450078,-32.504035,116.973060
1676450378,-32.504135,116.973060
1676450679,-32.503963,116.973045
1676450978,-32.503936,116.972953
1676451287,-32.503978,116.972953
1676451580,-32.503894,116.973007
1676451879,-32.504096,116.972961
1676452180,-32.504024,116.972869
1676452480,-32.503341,116.973075
