1676452780,-32.504043,116.972824
1676453080,-32.503883,116.972846
1676453379,-32.503543,116.972946
1676453702,-32.503864,116.972846
1676453978,-32.503921,116.972763
1676454279,-32.503852,116.972877
1676454578,-32.503890,116.972816
1676454879,-32.503936,116.972839
1676455178,-32.503589,116.972854
1676455478,-32.503894,116.972824
1676455778,-32.503940,116.972854
1676456079,-32.503997,116.972862
1676456378,-32.503997,116.972824
1676456680,-32.504154,116.972846
1676457002,-32.503887,116.972869
1676457279,-32.503860,116.972885
1676457579,-32.503829,116.972824
1676457879,-32.503887,116.972877
1676458178,-32.503883,116.972930
1676458478,-32.503902,116.972877
1676458779,-32.503875,116.972869
1676459084,-32.503925,116.972892
1676459380,-32.503890,116.972862
1676459680,-32.503925,116.972839
1676459980,-32.503868,116.972892
1676460290,-32.503856,116.972862
1676460579,-32.503818,116.972908
1676460902,-32.503871,116.972869
1676461179,-32.503807,116.972969
1676461479,-32.503803,116.972831
1676461783,-32.503921,116.972831
1676462102,-32.503864,116.972862
1676462378,-32.503883,116.973030
1676462678,-32.503883,116.973022
1676462981,-32.503837,116.973045
1676463279,-32.503856,116.972892
1676463580,-32.503887,116.973083
1676463882,-32.503768,116.973068
1676464182,-32.503639,116.972053
1676464486,-32.504062,116.973182
1676464786,-32.503898,116.972663
1676465079,-32.503837,116.972793
1676465379,-32.503734,116.972633
1676465679,-32.503940,116.972961
1676465979,-32.503868,116.972747
1676466279,-32.503677,116.973083
1676466578,-32.503623,116.973197
1676466879,-32.503131,116.972373
1676467180,-32.502845,116.971282
1676467480,-32.502586,116.970939
1676467779,-32.502304,116.970802
1676468079,-32.503620,116.971046
1676468378,-32.503906,116.971199
1676468680,-32.503608,116.968849
1676468978,-32.503044,116.969329
1676469280,-32.502704,116.969871
1676469581,-32.502662,116.970123
1676470202,-32.502689,116.970428
1676470478,-32.502731,116.970573
1676470778,-32.502841,116.970535
1676471078,-32.502952,116.970664
1676471378,-32.502887,116.970741
1676471678,-32.503318,116.970741
1676471978,-32.503746,116.970855
1676472278,-32.503791,116.970970
1676472579,-32.503818,116.971519
1676472880,-32.503726,116.971580
1676473178,-32.503784,116.971672
1676473479,-32.503768,116.971946
1676473778,-32.503719,116.972251
1676474078,-32.503738,116.972366
1676474378,-32.503452,116.972351
1676474686,-32.503402,116.972297
1676474978,-32.503204,116.972343
1676475278,-32.503173,116.972488
1676475578,-32.503154,116.972122
1676475879,-32.502964,116.971931
1676476179,-32.502738,116.971923
1676476480,-32.502731,116.971878
1676476779,-32.502750,116.971733
1676477081,-32.502613,116.971786
1676477380,-32.503013,116.971099
1676477682,-32.502429,116.971588
1676478002,-32.502826,116.970855
1676478285,-32.502376,116.971359
1676478902,-32.502456,116.970924
1676479178,-32.502502,116.971000
1676479478,-32.502586,116.971221
1676479779,-32.502853,116.971305
1676480079,-32.502750,116.971511
1676480379,-32.502822,116.971427
1676480679,-32.502754,116.971443
1676480979,-32.502895,116.971366
1676481278,-32.502708,116.971656
1676481580,-32.502597,116.971664
1676481879,-32.502670,116.971672
